State,Account Length,Area Code,Int'l Plan,VMail Plan,VMail Message,Phone,Day Mins,Eve Mins,Day Calls,Day Charge,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
AK,132,510,no,no,0,346-4360,181.1,314.4,121,30.79,109,26.72,246.7,81,11.1,4.2,9,1.13,2,0
WI,162,408,no,no,0,412-8811,177.1,114.7,131,30.11,122,9.75,153.6,88,6.91,6.5,6,1.76,3,0
IN,140,415,no,no,0,413-3990,160.5,240.5,114,27.29,103,20.44,233.5,121,10.51,11.3,4,3.05,1,0
MI,91,408,no,no,0,345-2448,134.7,295.3,116,22.9,98,25.1,195.5,121,8.8,6.6,5,1.78,2,0
ID,73,510,no,yes,28,394-4512,198.2,139.1,107,33.69,123,11.82,199.1,139,8.96,8.8,1,2.38,2,0
MN,145,408,no,no,0,412-8769,241.7,135.8,137,41.09,100,11.54,277.6,123,12.49,13.1,3,3.54,0,0
AZ,100,415,no,no,0,390-1552,131.1,176.2,108,22.29,81,14.98,89.7,81,4.04,4.3,4,1.16,1,0
MN,122,415,no,no,0,389-2477,234.1,200.2,101,39.8,121,17.02,237.4,89,10.68,13.1,9,3.54,2,0
MO,109,415,no,no,0,389-4695,200.1,300.9,72,34.02,120,25.58,236,68,10.62,11.9,5,3.21,0,0
AL,82,408,no,no,0,406-8037,154,94.4,107,26.18,114,8.02,287.6,95,12.94,10.1,7,2.73,1,0
PA,65,415,no,yes,23,382-9138,224.2,189.6,106,38.11,100,16.12,222.8,75,10.03,9.8,4,2.65,0,0
AK,52,510,no,no,0,414-7942,148.3,181.6,83,25.21,79,15.44,155.6,104,7,8.3,6,2.24,3,0
MS,136,415,no,yes,24,348-7071,174.6,176.6,76,29.68,114,15.01,214.4,91,9.65,8.8,5,2.38,2,0
IA,75,415,no,no,0,404-2942,138.5,153.2,110,23.55,86,13.02,215.6,103,9.7,11.1,7,3,1,0
WY,146,408,no,no,0,348-3581,109,265.8,69,18.53,98,22.59,228.3,80,10.27,12.6,2,3.4,1,0
NE,105,408,no,no,0,327-6764,162.3,212.5,99,27.59,95,18.06,214.7,114,9.66,11.1,8,3,4,0
ND,48,415,no,no,0,405-2831,210.8,189.6,84,35.84,98,16.12,157.6,99,7.09,16.4,3,4.43,2,0
CT,45,415,no,no,0,416-4351,142.4,318.7,107,24.21,78,27.09,224.1,108,10.08,11.1,7,3,1,0
NC,106,415,no,yes,37,419-3196,223.5,235.1,104,38,99,19.98,140.1,90,6.3,10.6,5,2.86,2,0
CT,33,510,no,no,0,411-6211,182.5,232.1,65,31.03,96,19.73,149.2,82,6.71,7.5,2,2.03,2,0
ND,68,408,no,no,0,391-8369,219.6,141.1,97,37.33,144,11.99,205.7,101,9.26,10.8,4,2.92,2,0
WA,106,408,no,no,0,416-4464,193.6,238.2,66,32.91,82,20.25,176.4,107,7.94,12.9,3,3.48,0,0
NV,141,415,no,no,0,347-1814,192.4,156.9,111,32.71,87,13.34,175.8,82,7.91,11,6,2.97,0,0
CO,98,408,no,no,0,386-7337,236.2,189.4,122,40.15,110,16.1,153.6,104,6.91,13.3,4,3.59,0,0
KS,94,510,no,yes,28,375-8505,233.2,113.3,88,39.64,102,9.63,118,71,5.31,16.1,4,4.35,0,0
CO,65,510,no,no,0,407-5056,158.8,188.5,53,27,132,16.02,189.3,87,8.52,9.8,4,2.65,2,0
MO,85,415,no,no,0,367-8924,126.1,274.7,112,21.44,126,23.35,184.4,95,8.3,9.8,4,2.65,1,0
NY,112,408,no,yes,30,396-7687,60.6,165.9,113,10.3,96,14.1,132.8,99,5.98,13.3,7,3.59,0,0
AK,110,415,no,no,0,394-4548,148.4,193.8,95,25.23,98,16.47,206,106,9.27,6.9,6,1.86,0,0
WI,111,415,no,no,0,382-6438,246.5,216.3,108,41.91,89,18.39,179.6,99,8.08,12.7,3,3.43,2,0
TN,105,510,no,no,0,366-2622,119.3,185.1,82,20.28,111,15.73,157,74,7.07,10.9,4,2.94,2,0
NY,40,408,no,no,0,416-7591,242.5,232.9,82,41.23,97,19.8,154,86,6.93,9.6,7,2.59,0,0
MI,122,510,no,no,0,329-2388,144.2,212.2,87,24.51,74,18.04,169.3,87,7.62,9.5,4,2.57,0,0
ID,114,408,no,yes,19,381-5273,154.6,241.6,100,26.28,109,20.54,160,112,7.2,12.6,1,3.4,3,0
CT,102,415,no,yes,25,421-6694,137.4,176.7,100,23.36,83,15.02,188.2,93,8.47,10.2,6,2.75,2,0
NC,126,415,no,no,0,342-1702,103.7,127,93,17.63,107,10.8,329.3,66,14.82,14.4,1,3.89,0,0
TX,123,408,no,no,0,416-6594,260.9,168.5,85,44.35,103,14.32,178.3,91,8.02,13.3,5,3.59,3,0
MD,29,510,no,no,0,367-1024,195.6,126.4,71,33.25,74,10.74,148.6,87,6.69,14.2,4,3.83,1,0
WY,111,415,no,no,0,386-7118,222.2,162.5,96,37.77,111,13.81,184.9,120,8.32,11.9,7,3.21,4,0
UT,81,510,no,no,0,329-6144,154.5,216.2,84,26.27,91,18.38,229.8,82,10.34,13.7,3,3.7,1,0
WA,46,510,no,no,0,332-1502,90.4,276.2,108,15.37,77,23.48,146.5,111,6.59,12.7,2,3.43,1,0
MS,69,510,no,yes,27,342-8320,268.8,246.6,78,45.7,89,20.96,271.9,102,12.24,16.4,3,4.43,0,0
OH,125,408,no,no,0,411-5748,106.1,157.6,95,18.04,113,13.4,192.5,69,8.66,8.1,3,2.19,1,0
KS,43,415,no,no,0,381-9367,27,160.9,117,4.59,97,13.68,279.5,96,12.58,10.7,3,2.89,3,0
RI,127,415,no,yes,27,400-1280,140.1,223.4,59,23.82,111,18.99,257.9,73,11.61,3.8,10,1.03,1,0
IN,94,510,no,no,0,360-5794,245,180.4,112,41.65,91,15.33,262.9,105,11.83,9.7,6,2.62,1,0
VT,46,408,no,no,0,373-3538,196.7,205.9,85,33.44,74,17.5,216.6,112,9.75,11.2,5,3.02,3,0
MT,73,408,no,yes,26,394-9942,131.2,106.5,98,22.3,97,9.05,221.7,96,9.98,10.2,6,2.75,2,0
CT,146,408,no,yes,23,380-3329,149.6,239.8,96,25.43,124,20.38,293.5,135,13.21,7.4,4,2,2,0
NM,93,415,no,no,0,334-7618,239.8,251.8,70,40.77,99,21.4,168.6,112,7.59,10.9,10,2.94,1,0
OH,52,408,no,yes,31,327-9289,142.1,193,77,24.16,97,16.41,253.4,88,11.4,11,4,2.97,1,0
GA,202,510,no,no,0,351-2589,115.4,178.7,137,19.62,70,15.19,185.7,113,8.36,6,3,1.62,3,0
MN,129,510,no,yes,31,368-6892,193,224.8,99,32.81,87,19.11,197.6,91,8.89,10.3,8,2.78,2,0
CT,94,415,no,no,0,337-9303,206.1,224.6,49,35.04,115,19.09,256.7,74,11.55,13,1,3.51,1,0
AL,100,415,no,no,0,377-5258,160.3,221.3,138,27.25,92,18.81,150.4,120,6.77,11.2,2,3.02,0,0
WV,43,415,no,no,0,348-5767,199.9,288.4,108,33.98,80,24.51,180.6,103,8.13,11.3,7,3.05,1,0
NH,130,415,no,no,0,373-3549,213.1,206.2,105,36.23,108,17.53,163.4,93,7.35,8.9,3,2.4,0,0
WY,124,415,no,no,0,422-8344,178.3,235,102,30.31,120,19.98,239.7,119,10.79,10.9,1,2.94,3,0
VT,48,415,no,no,0,384-2908,197.7,136.7,64,33.61,126,11.62,244.4,81,11,13.2,5,3.56,4,0
OH,98,510,no,yes,29,347-6393,111.1,217.9,105,18.89,101,18.52,248.1,108,11.16,6.6,3,1.78,2,0
MA,79,415,no,no,0,419-2767,156.9,122.2,109,26.67,87,10.39,189.1,103,8.51,11.3,5,3.05,3,0
VA,164,415,no,no,0,375-1746,123.3,170,78,20.96,85,14.45,165.9,78,7.47,12.7,2,3.43,1,0
NM,105,415,no,no,0,362-7870,193.7,183.2,108,32.93,124,15.57,293.7,72,13.22,10.8,5,2.92,1,0
AR,89,408,yes,no,0,410-3725,206.9,167.7,134,35.17,105,14.25,155.7,86,7.01,10.9,4,2.94,0,0
WY,96,408,no,no,0,329-2045,144,224.7,102,24.48,73,19.1,227.7,91,10.25,10,7,2.7,1,0
IA,120,415,no,yes,33,341-6743,299.5,163.4,83,50.92,84,13.89,146.7,88,6.6,11.6,5,3.13,0,0
NC,72,415,no,no,0,368-5758,137.6,143.5,106,23.39,94,12.2,273.7,110,12.32,9.6,6,2.59,2,0
HI,155,415,yes,yes,26,346-8362,211.7,139.2,121,35.99,123,11.83,146.7,89,6.6,11.1,3,3,1,0
UT,89,415,no,no,0,345-9690,89.7,179.8,80,15.25,81,15.28,145.7,120,6.56,9.5,4,2.57,2,0
WY,126,408,yes,no,0,339-9798,197.6,246.5,126,33.59,112,20.95,285.3,104,12.84,12.5,8,3.38,2,0
VA,75,415,no,no,0,373-2091,224.7,192,116,38.2,79,16.32,212.2,98,9.55,11.3,11,3.05,3,0
WI,143,510,no,no,0,367-3439,194.3,123.6,99,33.03,133,10.51,229.5,99,10.33,10.2,2,2.75,2,0
KS,132,415,no,no,0,420-9973,190.1,182.2,105,32.32,116,15.49,279.8,105,12.59,13,2,3.51,1,0
NY,99,415,no,no,0,393-5897,182.6,154.5,83,31.04,111,13.13,196,57,8.82,12.1,5,3.27,0,0
VA,136,415,no,yes,35,384-7216,205.5,298.5,86,34.94,119,25.37,214.2,104,9.64,6.9,4,1.86,1,0
KS,119,415,no,no,0,384-4595,231.5,266.9,82,39.36,97,22.69,211,118,9.49,7.4,10,2,1,0
MO,160,415,no,no,0,347-5063,171.2,243.5,103,29.1,121,20.7,178.2,92,8.02,13,3,3.51,2,0
ND,166,510,no,no,0,345-8433,197.9,251,89,33.64,113,21.34,138.3,85,6.22,11.2,2,3.02,2,0
CA,120,510,no,no,0,339-7602,134.8,204.1,94,22.92,106,17.35,238.4,109,10.73,6.7,8,1.81,1,0
WV,173,415,no,no,0,332-1109,191.4,168.5,114,32.54,138,14.32,109.3,99,4.92,10.3,3,2.78,1,0
IL,156,415,no,no,0,343-3296,174.5,197.4,65,29.67,116,16.78,238.5,86,10.73,10.6,2,2.86,0,0
NY,70,415,no,no,0,366-2536,177.4,226.2,125,30.16,104,19.23,254.1,72,11.43,10.9,4,2.94,0,0
NV,41,510,no,no,0,355-2293,182.1,211.5,89,30.96,104,17.98,207.4,124,9.33,6.8,1,1.84,1,0
AL,132,408,no,no,0,350-9318,222.4,165.4,85,37.81,76,14.06,208.4,97,9.38,11.2,4,3.02,0,0
ND,160,510,no,no,0,395-2626,121.8,89.3,97,20.71,97,7.59,150.7,92,6.78,10.3,5,2.78,1,0
OK,180,415,no,no,0,402-7372,143.5,189.3,121,24.4,111,16.09,174.9,82,7.87,8.8,5,2.38,3,0
UT,93,415,no,no,0,337-9710,164.9,210.4,68,28.03,86,17.88,229.4,104,10.32,7.8,4,2.11,2,0
OH,109,415,no,no,0,363-4967,193.6,148.7,58,32.91,115,12.64,282.5,105,12.71,13.1,1,3.54,2,0
WY,80,510,no,no,0,400-5389,101.1,263.2,121,17.19,110,22.37,137.7,74,6.2,7.3,5,1.97,0,0
NM,54,415,no,yes,24,416-9162,92.3,193.1,88,15.69,98,16.41,99.3,119,4.47,11.6,3,3.13,2,0
AL,121,415,no,no,0,414-6541,168.9,123.9,128,28.71,99,10.53,266.3,105,11.98,2.9,7,0.78,2,0
DC,157,510,no,yes,29,392-6647,219.2,206,102,37.26,109,17.51,192.4,117,8.66,15,5,4.05,1,0
ID,170,510,no,yes,37,343-2465,178.1,242.8,130,30.28,103,20.64,243,93,10.93,13,4,3.51,0,0
AR,138,510,no,no,0,338-9171,146.5,284.5,101,24.91,142,24.18,176,98,7.92,14,6,3.78,3,0
ID,92,415,no,yes,31,405-4606,172.3,266.2,116,29.29,91,22.63,228.2,90,10.27,11.8,5,3.19,1,0
TX,126,415,no,no,0,386-9711,190.9,149.7,143,32.45,72,12.72,191.4,87,8.61,13,3,3.51,1,0
UT,91,510,no,no,0,370-3032,123.8,319,107,21.05,125,27.12,237.6,78,10.69,7.3,4,1.97,2,0
RI,127,510,no,no,0,331-8462,96,177,117,16.32,68,15.05,162.2,127,7.3,9.7,4,2.62,3,0
NC,88,408,no,yes,27,414-4037,93.4,252,106,15.88,92,21.42,189,104,8.5,10.9,1,2.94,1,0
RI,113,415,no,no,0,415-2865,90.6,170.6,130,15.4,100,14.5,137.4,74,6.18,5.4,9,1.46,1,0
NY,78,510,no,no,0,362-2353,152.9,256.6,81,25.99,82,21.81,173.6,112,7.81,5.3,6,1.43,2,0
TX,123,408,no,no,0,329-5114,257.9,211.6,92,43.84,71,17.99,189.3,104,8.52,9.4,2,2.54,2,0
DE,136,408,yes,yes,29,351-1389,85.2,230.4,98,14.48,85,19.58,243.6,104,10.96,9,3,2.43,2,0
MS,68,415,no,yes,34,375-3668,160,184.5,72,27.2,119,15.68,208.3,101,9.37,6.1,10,1.65,1,0
OH,132,415,no,yes,10,375-5414,182.9,292.4,54,31.09,68,24.85,142.3,116,6.4,11.5,4,3.11,0,0
LA,133,415,no,no,0,360-7079,216.2,222.2,67,36.75,133,18.89,192,95,8.64,3.1,1,0.84,2,0
FL,127,415,no,no,0,344-9302,261.7,181.8,105,44.49,107,15.45,100.9,131,4.54,3.3,5,0.89,0,0
WA,110,415,no,no,0,418-1775,241.2,174.3,105,41,85,14.82,245.3,59,11.04,8.5,4,2.3,2,0
WV,121,510,no,no,0,401-2468,177.2,123.5,142,30.12,88,10.5,213.2,51,9.59,8.4,6,2.27,1,0
NY,116,510,no,no,0,346-4984,89.5,180.8,128,15.22,137,15.37,193.1,94,8.69,14,3,3.78,2,0
NE,112,415,yes,yes,16,351-2928,200.3,197.8,72,34.05,91,16.81,151.1,92,6.8,10.4,3,2.81,1,0
MS,43,510,no,no,0,358-3691,159.5,119.7,99,27.12,149,10.17,173.9,126,7.83,6.8,3,1.84,2,0
IN,110,415,no,no,0,364-9059,151.8,138,106,25.81,126,11.73,233.5,112,10.51,11.2,8,3.02,3,0
VA,67,408,no,no,0,356-7208,176.2,236,120,29.95,138,20.06,152.5,104,6.86,10.6,4,2.86,1,0
MN,166,408,no,no,0,333-5551,152.1,121,95,25.86,105,10.29,198,126,8.91,9.8,5,2.65,0,0
DE,129,408,no,no,0,362-6528,161.3,220.6,122,27.42,95,18.75,224.7,104,10.11,9.6,3,2.59,1,0
OR,103,510,yes,no,0,394-2560,171.7,144.5,78,29.19,86,12.28,157.9,106,7.11,6.8,3,1.84,3,0
CT,112,415,no,yes,27,418-5708,213,226.2,121,36.21,101,19.23,189.8,99,8.54,11.1,3,3,4,0
AL,8,415,no,yes,36,421-2245,242.9,170.9,67,41.29,59,14.53,177.3,130,7.98,4.8,12,1.3,1,0
CT,90,415,no,no,0,347-6994,175.9,285.2,111,29.9,115,24.24,150.8,122,6.79,13,7,3.51,1,0
AR,58,415,no,no,0,389-6082,238.9,187.2,107,40.61,88,15.91,181.1,84,8.15,11.8,3,3.19,2,0
CA,137,415,no,yes,22,415-3689,189.6,179,42,32.23,137,15.22,179.6,126,8.08,11.4,5,3.08,2,0
WV,94,415,no,yes,28,396-1106,92.7,127.8,107,15.76,86,10.86,225.6,86,10.15,9.9,4,2.67,3,0
DE,87,415,no,no,0,379-4372,177.2,248.9,72,30.12,105,21.16,200.8,87,9.04,8.6,7,2.32,3,0
FL,120,415,no,no,0,336-3738,184.5,209,103,31.37,86,17.77,169.7,70,7.64,10.2,6,2.75,2,0
AK,97,415,no,yes,24,380-2600,176.1,159.4,109,29.94,81,13.55,269.1,94,12.11,12.1,9,3.27,0,0
ID,134,415,no,no,0,345-4473,204.7,143.1,108,34.8,105,12.16,165.8,84,7.46,11,4,2.97,6,0
OH,68,510,no,no,0,380-9990,143.6,134.3,80,24.41,65,11.42,215.6,84,9.7,15.5,5,4.19,2,0
NH,93,408,no,no,0,411-1045,179.3,188.8,93,30.48,65,16.05,253.2,88,11.39,12.1,5,3.27,1,0
MA,120,415,no,no,0,413-5306,137.3,212.2,100,23.34,129,18.04,152.7,92,6.87,10.5,2,2.84,1,0
SC,41,408,no,no,0,417-6906,237.8,223.5,92,40.43,155,19,217.4,90,9.78,10.2,6,2.75,2,0
OR,80,510,no,no,0,331-4807,203.7,216.4,92,34.63,97,18.39,154.2,66,6.94,7.6,5,2.05,2,0
OH,83,415,no,yes,25,376-5375,191.3,250.7,95,32.52,136,21.31,249.4,86,11.22,17.6,5,4.75,2,0
NC,109,510,yes,no,0,361-9839,209.1,205,141,35.55,93,17.43,119.4,111,5.37,7.8,3,2.11,2,0
KY,66,510,no,yes,33,348-8679,88.8,109.6,104,15.1,94,9.32,172.7,107,7.77,7.1,9,1.92,3,0
ID,104,510,no,no,0,403-6565,97.2,155.6,88,16.52,85,13.23,261.6,105,11.77,12.4,5,3.35,0,0
WA,89,510,no,no,0,346-5287,137.9,192.6,96,23.44,63,16.37,255.7,125,11.51,11,5,2.97,1,0
WV,127,510,no,no,0,413-6769,224.3,185.7,112,38.13,103,15.78,159.4,83,7.17,10,1,2.7,2,0
RI,117,408,no,yes,13,370-5042,207.6,152.7,65,35.29,77,12.98,232.8,95,10.48,9.7,3,2.62,1,0
KS,128,510,no,no,0,397-9486,268.1,120.5,95,45.58,126,10.24,220.8,121,9.94,14.4,6,3.89,2,0
FL,22,415,no,no,0,378-9506,181.8,198.6,108,30.91,148,16.88,206.6,96,9.3,9.3,3,2.51,2,0
WY,78,415,no,no,0,399-6259,147.1,199.7,80,25.01,100,16.97,160.7,106,7.23,13.7,7,3.7,0,0
WA,56,415,no,yes,29,335-5806,37.7,144.1,115,6.41,111,12.25,226.6,101,10.2,4.9,3,1.32,1,0
CO,192,415,no,no,0,401-6392,185,224.9,88,31.45,98,19.12,212.4,105,9.56,11.4,3,3.08,2,0
WI,70,415,no,no,0,379-9859,156.4,171,108,26.59,116,14.54,196.1,96,8.82,8.6,4,2.32,2,0
KS,148,510,no,no,0,415-4051,239.3,195.7,84,40.68,85,16.63,232.6,104,10.47,10.9,3,2.94,1,0
RI,65,415,no,yes,29,368-5612,215.5,161.9,129,36.64,77,13.76,128.3,91,5.77,8.8,5,2.38,2,0
MT,119,510,no,no,0,374-5301,134.9,211.5,70,22.93,74,17.98,188.5,105,8.48,11.3,6,3.05,1,0
CO,80,415,no,no,0,406-5710,194.8,209.9,116,33.12,93,17.84,194.1,100,8.73,12.8,3,3.46,0,0
CT,152,408,no,yes,20,354-7077,239.1,209.1,105,40.65,111,17.77,268.2,130,12.07,13.3,3,3.59,5,0
FL,113,510,no,no,0,343-3340,92.6,177.6,85,15.74,92,15.1,159.8,72,7.19,14.4,4,3.89,3,0
VT,75,510,no,no,0,377-8267,209.4,211.5,133,35.6,121,17.98,291.2,123,13.1,7.2,4,1.94,1,0
OH,80,415,no,no,0,382-2453,197.6,164.5,83,33.59,86,13.98,94,98,4.23,6.4,6,1.73,1,0
NH,148,408,no,no,0,333-7449,17.6,161.7,121,2.99,125,13.74,203.1,82,9.14,10.6,6,2.86,1,0
RI,63,415,yes,no,0,366-4287,62.9,202.9,112,10.69,111,17.25,259,58,11.66,8.9,8,2.4,1,0
FL,97,415,no,yes,28,415-2285,202.3,69.2,97,34.39,84,5.88,257.6,64,11.59,6.7,3,1.81,1,0
MD,166,415,no,no,0,381-1328,136.1,181.4,116,23.14,93,15.42,131.4,108,5.91,11.3,4,3.05,0,0
WY,94,408,no,no,0,344-4022,207,167.4,109,35.19,80,14.23,238.2,117,10.72,2.6,6,0.7,1,0
FL,85,408,no,yes,33,415-6601,207.9,233.5,95,35.34,88,19.85,221.3,92,9.96,13.5,3,3.65,1,0
NC,210,415,no,yes,31,363-7802,313.8,147.7,87,53.35,103,12.55,192.7,97,8.67,10.1,7,2.73,3,0
IN,88,415,yes,yes,25,408-4870,288.5,203.4,114,49.05,74,17.29,228.4,117,10.28,13,5,3.51,1,0
IA,100,408,no,no,0,378-9478,210.9,329.3,85,35.85,69,27.99,127.1,78,5.72,9.4,5,2.54,4,0
WV,154,408,no,yes,35,401-4778,64.9,184.1,76,11.03,91,15.65,151.6,75,6.82,14.6,1,3.94,1,0
UT,32,510,no,yes,26,370-9563,243.5,236.8,137,41.4,108,20.13,173.3,149,7.8,9,9,2.43,1,0
GA,18,408,no,no,0,394-6382,197,203.7,97,33.49,107,17.31,202,105,9.09,8.7,3,2.35,3,0
AK,126,415,no,yes,31,333-5295,278,253.2,88,47.26,65,21.52,223.2,114,10.04,8.7,4,2.35,0,0
UT,144,510,no,yes,37,370-2451,219.9,222.1,102,37.38,77,18.88,118.5,111,5.33,10,4,2.7,1,0
AR,86,408,no,yes,16,329-8115,145.7,191,88,24.77,129,16.24,215.5,82,9.7,11.3,7,3.05,0,0
AK,138,415,no,yes,37,340-3409,75.8,173.6,102,12.89,147,14.76,162.6,96,7.32,8.2,13,2.21,0,0
AK,146,415,no,no,0,397-5911,195.9,228.6,86,33.3,82,19.43,303.5,94,13.66,12.2,4,3.29,3,0
ME,175,415,no,no,0,415-6127,132,231.2,95,22.44,74,19.65,313.4,108,14.1,8.7,10,2.35,1,0
WV,74,510,no,no,0,392-6073,124,262.1,102,21.08,101,22.28,268.2,98,12.07,11.7,2,3.16,2,0
CT,48,415,no,no,0,419-6564,171.9,159,98,29.22,127,13.52,139.5,101,6.28,7.6,3,2.05,2,0
GA,74,510,no,yes,31,340-8245,249.4,209.5,70,42.4,59,17.81,180.6,75,8.13,9.9,2,2.67,4,0
NV,105,415,yes,no,0,376-4540,228.4,145.1,100,38.83,108,12.33,245.3,140,11.04,7.7,7,2.08,0,0
VT,157,510,no,no,0,361-5936,168.6,205.1,71,28.66,48,17.43,175.8,88,7.91,5.9,2,1.59,3,0
DC,217,415,no,no,0,421-9846,123.7,248.5,138,21.03,105,21.12,269.6,78,12.13,13.3,4,3.59,0,0
TN,68,415,no,no,0,356-1582,178.7,252.3,61,30.38,84,21.45,255.7,76,11.51,8.4,4,2.27,1,0
OR,80,415,no,no,0,375-4900,113.2,185.5,86,19.24,97,15.77,237.3,145,10.68,9.5,5,2.57,1,0
MS,38,415,no,yes,25,420-8953,142.4,313.7,106,24.21,109,26.66,126.6,117,5.7,13.4,6,3.62,2,0
NC,107,415,no,yes,38,376-4035,204.2,205.9,57,34.71,92,17.5,286.5,80,12.89,8.3,4,2.24,0,0
CO,140,415,no,no,0,344-5206,149.7,212.5,71,25.45,97,18.06,245.9,67,11.07,12.6,4,3.4,3,0
PA,114,415,no,no,0,417-4266,155.3,169.9,75,26.4,87,14.44,207,133,9.32,12.6,5,3.4,2,0
MN,46,408,no,no,0,351-6574,156.4,185.5,105,26.59,98,15.77,226.7,96,10.2,11.8,3,3.19,1,0
NM,118,415,no,yes,42,372-8925,148.7,167.3,105,25.28,105,14.22,270.6,105,12.18,10.4,7,2.81,0,0
UT,37,510,no,no,0,340-5678,271.7,155.1,112,46.19,96,13.18,199.5,97,8.98,6.6,4,1.78,3,0
NE,34,415,no,no,0,361-6814,193.7,126.9,74,32.93,84,10.79,221.2,166,9.95,8.8,4,2.38,0,0
MS,98,415,yes,yes,23,336-7155,245.5,292.7,54,41.74,83,24.88,184,90,8.28,10.8,7,2.92,1,0
OR,69,408,no,no,0,375-9180,196.1,236.8,87,33.34,66,20.13,182.3,75,8.2,11.9,1,3.21,0,0
VA,121,415,no,no,0,357-7064,134.1,195.1,112,22.8,104,16.58,159.6,139,7.18,10.5,2,2.84,2,0
NJ,59,510,yes,yes,31,347-5354,225,191.3,78,38.25,79,16.26,226.7,79,10.2,9.1,3,2.46,1,0
WV,59,510,no,no,0,362-9391,189.7,115.9,100,32.25,133,9.85,220.6,115,9.93,7.4,4,2,0,0
OR,190,415,no,no,0,386-8984,142.9,177.9,96,24.29,96,15.12,113.3,117,5.1,6.6,4,1.78,0,0
KY,109,415,no,no,0,384-6372,175.6,238,80,29.85,94,20.23,198.4,103,8.93,10.2,6,2.75,1,0
MO,136,415,no,no,0,358-1329,92.4,219,109,15.71,115,18.62,212.6,80,9.57,12.9,4,3.48,2,0
TX,86,510,no,no,0,400-7987,92.8,159.6,92,15.78,87,13.57,148.7,115,6.69,8.8,5,2.38,1,0
MN,100,415,no,yes,27,327-8732,221.7,236.1,100,37.69,70,20.07,192.7,91,8.67,8,4,2.16,0,0
FL,106,510,no,no,0,389-6955,159.6,276.8,94,27.13,118,23.53,223.5,65,10.06,8.8,3,2.38,0,0
PA,104,415,no,no,0,396-1800,144.5,180.5,107,24.57,85,15.34,226,94,10.17,17,6,4.59,2,0
WV,129,415,no,no,0,349-4979,159.1,202.5,100,27.05,90,17.21,233.1,96,10.49,11.5,6,3.11,2,0
IN,205,510,no,no,0,361-5864,49.9,150.7,123,8.48,81,12.81,188.2,67,8.47,10.1,4,2.73,2,0
OK,93,415,no,yes,32,418-4658,116.9,232.4,120,19.87,97,19.75,127.7,112,5.75,11,9,2.97,0,0
NE,123,415,no,no,0,330-6208,150,89.8,98,25.5,95,7.63,326,91,14.67,11.1,3,3,3,0
DE,99,415,no,no,0,416-6628,254.4,159.3,120,43.25,92,13.54,264.4,94,11.9,6,5,1.62,1,0
MI,61,415,no,yes,33,349-5617,270.7,200.7,53,46.02,116,17.06,201.7,102,9.08,10.9,3,2.94,3,0
IL,71,415,no,no,0,397-8051,207,173.8,112,35.19,96,14.77,178.4,61,8.03,12.1,3,3.27,1,0
UT,4,510,yes,no,0,413-6346,145.3,303.8,89,24.7,93,25.82,206.1,82,9.27,8.9,4,2.4,0,0
IL,148,408,no,yes,25,395-9270,230.7,233.8,102,39.22,109,19.87,215.8,90,9.71,13.5,2,3.65,3,0
WA,141,415,no,no,0,401-7575,151.5,242.2,104,25.76,114,20.59,304.2,109,13.69,10.8,2,2.92,1,0
NM,56,408,no,no,0,332-5964,146.1,196.2,57,24.84,97,16.68,310.1,110,13.95,9.2,3,2.48,0,0
MD,160,415,no,no,0,348-3338,256,187.4,111,43.52,61,15.93,119.1,81,5.36,11.5,4,3.11,3,0
VA,43,408,no,yes,35,387-5411,200.2,244.4,105,34.03,88,20.77,207.2,97,9.32,11.6,4,3.13,3,0
MT,42,415,no,no,0,378-7872,150.7,246.7,52,25.62,96,20.97,103.8,118,4.67,7,4,1.89,2,0
CT,135,415,yes,no,0,389-6037,186,66,107,31.62,94,5.61,213.1,105,9.59,12.9,4,3.48,1,0
AL,106,415,no,no,0,349-3732,212.9,187,110,36.19,69,15.9,128.1,71,5.76,6.3,3,1.7,3,0
WV,106,510,no,no,0,347-9738,194.8,213.4,133,33.12,73,18.14,190.8,92,8.59,11.5,7,3.11,0,0
MO,83,415,no,yes,30,380-6074,272.5,253,105,46.33,83,21.51,180.8,123,8.14,8.7,6,2.35,3,0
ND,110,415,no,no,0,338-4307,135.1,205.2,109,22.97,99,17.44,166.3,119,7.48,11.7,4,3.16,1,0
AR,153,408,no,no,0,339-3636,154.6,263,56,26.28,84,22.36,367.7,89,16.55,15.5,2,4.19,1,0
GA,109,510,no,yes,35,328-9315,230.5,265.8,116,39.19,130,22.59,269.7,69,12.14,10.6,6,2.86,5,0
FL,31,510,no,no,0,402-3634,165.4,203.7,84,28.12,107,17.31,201.7,65,9.08,8.2,1,2.21,1,0
AZ,124,415,no,no,0,360-1406,253.5,117.9,104,43.1,123,10.02,248.5,104,11.18,14,2,3.78,0,0
KY,122,415,no,no,0,363-9969,168.3,87.6,96,28.61,91,7.45,247.2,87,11.12,8.4,6,2.27,1,0
AL,137,415,no,no,0,350-4367,104.7,249.8,115,17.8,144,21.23,192.3,99,8.65,8.9,2,2.4,1,0
IN,69,510,no,no,0,348-1592,135.4,238.1,101,23.02,124,20.24,195.6,102,8.8,10.6,2,2.86,1,0
